id,name,review_date,star_rating,comments,venue,establishment,total_spent,tip_amount,tip_percentage,party_size,age_range,gender,ethnicity
ea73hriHkIawR9OLYQB-Zg,Customer_7639,2013-02-22 17:10:23,⭐⭐⭐⭐,"Good: The food was fantastic. We had a large group (10+) and came here for brunch (and drinks, natch). I had the eggs benedict with short ribs, and loved it. From what I can tell, the rest of the group all enjoyed their dishes as well, from the fried rice breakfast dish to the nachos to the AMAZING peanut butter pancakes. As a starter/side, do not under any circumstances pass up on the ""white trash hash"" - hasbrowns with white cheddar cheese. YUM.

Bad: The wait was ludicrous. Yes, it was a Saturday, and yes, we had a large group, but Christ Almighty. We waited at the bar (standing room only) for over two hours before being seated. Even if we had split into smaller groups, without a reservation, the wait time would've still been close to an hour and a half. Yikes.",Uptown,Tavern,26.36,4.86,18.4,2,56-65,Prefer not to say,Caucasian
h0a6z9rNCfvJq9RZvglPHw,Customer_9520,2016-07-07 23:39:55,⭐⭐⭐⭐⭐,"I liked this place a lot, a more refined food/beverage option among a sea of walkable college dive bars. Modern well-designed multi-level interior filled with natural light by day, soft mood lighting at night. Nice looking and well-dressed mixed-age crowd both times I was here. Excellent 2-for-1 Thursday Happy Hour 2-10 PM with a solid selection of pours. This neighborhood likes its drink . . Food reasonably priced and a good mix of options, not perfect, but for essentially up-scale "" bar food"", it's good.  I bet brunch on weekends here would be fun. My ""Ham-Jam-Bread & Butter"" was delicious.  Awesome lettuce wraps, at $14.50. Lobster Sliders at twice the price were a letdown, but as in life: Shit happens. Hard working friendly bartenders. I recommend it if you're near Vanderbilt.  Walking distance to many hotels (Courtyard, Hampton Inn, A-Loft, Hilton Garden, The Hutton). A little loud inside, but you're still able to hold a conversation, and the up-tempo music adds to the vibe.",Uptown,Tavern,36.4,6.52,17.9,1,56-65,Male,
kAIukFS_Y89PbmQ7Qh-FTw,Customer_8951,2016-09-30 23:50:10,⭐⭐⭐⭐,"Lots of good options in this area and the tavern is definitely one of them.  I came here for drinks one night and lunch during the day.   A bit of a wait for dinner so make sure you get a reservation if you can.

We got an appetizer - buffalo cauliflower.  It's slightly breaded and engulfed in buffalo sauce.  Good taste, but would've preferred to have it a bit crispier.  

Ordered the burger - cooked medium, lettuce, tomato, American (cheese is extra).  The fries were okay - comes in a little fryer basket.  The burger had a good sear on the outside and properly seasoned with salt.  

Good spot for food and drinks.",Uptown,Tavern,57.93,13.92,24.0,8,18-25,Non-binary,Caucasian
kgnwwMBg1O0Y9Ty951_Lig,Customer_3959,2017-12-16 15:29:13,⭐⭐⭐⭐,"The atmosphere is very nice. I always am leery of ""hipster"" spots but this place is legit. Super friendly and not pretentious staff. Female bartender made one of the best Bulleit neat Old Fashioned's I've had out. Other mixed drinks were also prepared well (well balanced without being boozy). I ordered Korean beef tacos. They were not bad but not one of my favorites either. They were still good. The table over got nachos that looked delicious. I also think if a place has a clean bathroom, their kitchen is usually clean too. This place is spotless. I also was impressed to see the bartenders cleaning bottles and the bar in their down time. Overall, I would definitely visit again when I am in town. I'd actually rate this place a 4.5 stars if I could.",Uptown,Tavern,49.3,4.39,8.9,5,,Male,
8CefMKM_Tj1eDss6s-9d-g,Customer_1382,2017-05-01 17:20:37,⭐⭐⭐⭐⭐,,Uptown,Tavern,31.62,6.41,20.3,2,26-35,Female,Caucasian
1ZKlc5k-elXZP-t6wGxNRA,Customer_3174,2015-10-11 05:26:05,⭐⭐⭐⭐⭐,,Uptown,Tavern,24.58,4.28,17.4,2,65+,Non-binary,
x7ya_jF5VRCGxRdXEDaqqg,Customer_9552,2014-07-30 02:33:41,⭐⭐⭐⭐⭐,,Uptown,Tavern,37.85,7.41,19.6,2,,Female,Other
Z_3i08PB4aHIoyJL_HEfHg,Customer_1095,2017-05-02 00:56:49,⭐⭐⭐⭐⭐,"A friend recommended this restaurant to me while on a business trip to Nashville. The food and service were great! It's a really cool atmosphere with lots of fresh air. Unique menu items, and everything that I saw come out looked so good.",Uptown,Tavern,48.02,6.8,14.2,5,56-65,Non-binary,African American
Qa07cliS19dExGiWvp3EoA,Customer_8552,2014-01-19 00:37:58,⭐⭐⭐⭐⭐,,Uptown,Tavern,46.56,10.02,21.5,4,56-65,Non-binary,Hispanic
4HJRzQemA9xT715cltgJtQ,Customer_2478,2012-09-14 20:15:35,⭐⭐⭐,"The simply-named Tavern offers up some mighty simple comfort food pleasures (White Trash hash, anyone?) and elevated junk food game bites. 

That said, I'm not sure this is quite the weekend brunch place for me, due to the TVs providing all of the background noise. I'm not a fan of big TVs blaring games -- to me, this is the worst kind of ambiance. BUT... for those of you seeking a place to watch local sports and cheer on with a crowd, Tavern is the spot for you, especially if your tastes are a bit more high brow than your typical nachos. I mean, they have nachos, but Tavern's come with pistachio and goat cheese. Nice! 

I'd easily return on a non game day (or even to sit on the shaded side patio) for more of that White Trash Hash. Think tater tot casserole. I mean, really. Goodbye hangover. The egg white omelet I had was kinda blah, as the tomatoes made it seem extra watery.The ""Wicked"" Bloody Mary was hardly wicked, more like gentle, despite the vodka being infused with pickled things that you'd hope for on your glass. They don't automatically garnish the way you'd think. Or at least the way a New Orleanian would think. I mean... just a lime? Nu uh. Our very lovely server came out with some olives for us, which was nice. But a Bloody without beaucoup d' garnish is a naked Mary, indeed.

Extra props for three bottles of hot sauces on the table, marked X, XX and XXX. Go for the orangey habanero, as it's the tastiest of the bunch (it might be the XX). Don't be fooled by the warnings. They are there for the bland American palate.",Uptown,Tavern,81.62,15.7,19.2,3,26-35,Prefer not to say,Native American
KNtUqjW0kPMDzq178KadfQ,Customer_2222,2016-05-07 15:24:13,⭐⭐⭐⭐⭐,So cute! A must stop on your Nashville adventure!!! Cutest drinks and brunch spot. I got the red sangria and an egg white and fruit brunch. My friends for mimosas. We are all so happy!,Uptown,Tavern,46.79,8.5,18.2,1,65+,,African American
kVPUow1BON0KfPzndxW57w,Customer_7599,2018-07-09 00:09:28,⭐⭐⭐⭐⭐,I literally had the best grilled salmon of my life here! This place is amazing. The food is extremely good. My husband had chimichanga and he is also very happy  with his food. The service was great too. I can't recommend this place more!,Uptown,Tavern,67.32,23.56,35.0,2,36-45,Female,African American
mvx8moqhiNUL-nxQuEYERA,Customer_6476,2012-09-14 23:35:27,⭐⭐⭐⭐,"We totally blew off all Nashville brunch recommendations just because the menu at Tavern looked so good.  Risky move, bucking the suggestions of former residents and frequent visitors, but I'm happy to report it paid off handsomely.  

I looove the set-up of the restaurant.  There's a covered/open air area, a bar area with some booths and high-top tables, then a cozy area ""upstairs"" overlooking the action so to speak.  It basically has a seating location for whatever your mood.  Very cool.

The brunch menu was almost impossible to choose from.  Our eyes went directly to the red velvet waffle with cream cheese drizzle.  We're not big sweets for breakfast folks but we do love our desserts.  But the inevitable was sure to occur, eat brunch and be too full - rule of thumb - order your sweets at the same time as your meal if you're determined to try something.  So we did....

I opted for the benedict uno which was fantastic.  Tender braised short ribs on an english muffin with perfectly cooked poached eggs and a Tabasco hollandaise.  Soooo incredibly good and the hollandaise was the perfect combination of buttery and spicy.  Excellent.  I will say, if you don't love hollandaise you would be put off - my plate was literally swimming in sauce (arm floaties and all...)  I gobbled it up but it turned my wife off from trying it (note to self, don't bath in hollandaise.)

My wife opted for the The Nooner which is an omelet with bacon, fried oysters and a
spicy sour cream, served with ""white trash hash"" (basically a heavily hashbrown casserole.)   So back to the red velvet wafftle....we didn't finish it....I know...I know....we tried and we did a pretty good job, but we just couldn't.  It was super good although almost not quite done in the middle, but tasty nonetheless.  

Good service, good food, great atmosphere (would love to watch a game here and snack my way through the day.)  Can't wait to return!",Uptown,Tavern,50.91,6.63,13.0,2,18-25,Prefer not to say,Caucasian
gQIp6dKzwQniHhb0ryTHdw,Customer_5330,2011-08-26 18:32:42,⭐⭐⭐⭐⭐,,Uptown,Tavern,44.11,4.84,11.0,6,36-45,Non-binary,African American
no9ZhPLnxlhx6GKk3s5AHA,Customer_5811,2015-12-22 21:37:23,⭐⭐⭐⭐⭐,"I could eat the blue cheese fondue on almost anything. I bet liver would taste good in that fondue. Fortunately I had some really good buffalo cauliflower to go along with and I hasten to say it was a top 5 all time appetizer ever.People rave about the fries and they were good but not the best I have had. The Tavern burger on the other-hand may be the best burger I have ever had. Made from ground rib-eye and filet makes me believe God made the burger lol The lobster sliders were really good but 22 bucks not that good. The mushroom soup had to be made by Angels it was amazing. Its a little pricey but you definitely get what you pay for, for the most part. As a whole it may be the best lunch ever. I give very few 5 stars on average and this was well earned. The place is nice and cozy and the staff were great. It was a religious experience involving food.",Uptown,Tavern,24.28,2.07,8.5,3,,Male,Mixed
Qs-Fy0zfyvVsWVLqqy-iCg,Customer_1047,2012-06-26 14:19:06,⭐⭐⭐⭐,"My husband and I enjoyed a late meal here last night (Monday). It wasn't too crowded, but filled up before we left. 

We sat on the patio and enjoyed the warm Nashville night.

My husband ordered the bucket of mussels and I had the beef short rib tacos.

The tacos are small, so if you're hungry, order three! It was perfect for me, though. The meat was tender and delicious. It had sliced cucumber and a spicy sauce which was to die for. 

The bucket of mussels was a large portion of mussels in a broth, served with a large chunk of french bread for dipping.  My husband enjoyed them to the end. I asked if they had a lot of garlic and he said not at all. He was delighted with the light sauce.

Although our waitress, Jennifer, who might just be the best waitress in the world, suggested many desserts (including s'mores, which involved bringing a little fire pit to the table with hershey's chocolate, strawberries and reeses) we opted for the reverse root beer float: root beer gelato with creme soda over the top. It was delicious! (Had I been out with the girlfriends, we definitely would have tried the s'mores..next time!)

As I said, Jennifer, our waitress was very attentive. She knew in detail about every item on the menu (as we ask a lot of questions!) and took great care of us.

We would definitely recommend this restaurant to any one in the area.",Uptown,Tavern,20.4,4.5,22.1,2,26-35,Female,Mixed
vIfZn-Km8_Mzn3YcnV2oHw,Customer_1815,2017-08-29 20:07:56,⭐,"Went to lunch at Tavern today 8/29/17 with three co-workers who had never been before on my recommendation. It was a huge mistake on my part. Tavern had been ok on previous visits but today a real disappointment. Slow and indifferent service. Hidden costs-charges for extra salsa on already over priced nachos. Ordered extra chicken on the nachos- it was not on the nachos when they arrived-we were still charged for them because Tavern brought us a plate of luke warm chicken to pour on after we'd already finished. We asked about the hidden cost of the chicken and salsa our server rolled her eyes and let us know she does not make the rules. This place is way overrated, over priced and the douche bag factor is off the charts. Fu*k Tavern.",Uptown,Tavern,38.25,5.09,13.3,1,46-55,Female,Mixed
qoeHxf8mW1wZxAHhOsJmAw,Customer_8526,2015-11-08 20:52:20,⭐⭐⭐⭐,Go for the buffalo cauliflower! What better combination could you ask for?! The drinks also are delicious. The space is large and draws a mix after work - a great place for happy hour.,Uptown,Tavern,63.51,9.26,14.6,2,,Female,Native American
1HGhLSTFblUVvsEajmaY6w,Customer_8700,2018-09-17 15:22:17,⭐⭐⭐⭐,,Uptown,Tavern,43.88,17.55,40.0,1,26-35,,Mixed
APoR2wmmIoDDRicB_VINqw,Customer_5587,2013-04-14 04:21:22,⭐⭐⭐⭐,,Uptown,Tavern,29.72,5.57,18.7,4,18-25,Prefer not to say,African American
THSSMvs_0sJCVgm2NcLpHQ,Customer_7113,2016-10-02 03:12:29,⭐,"Got to the restaraunt and gave the name under our reservation. They don't take reservations and don't know why open table lists them but they get that a lot. Hmm ok. Can you try to do something for us since it isn't our fault you haven't contacted open table? No, 1 hr wait. No problem, we will go next door for drinks. Get text from resturant that let's you check status through wait for out....opentable. Hmmmm. Come back in an hr, get seated outside even though there are plenty of spaces inside. Fine. Drink wifey ordered was the best part of the experince. Can we order the cauliflower - no, we are out of our most popular item. Ok. Guac appetizer - made from half an avocado and a thousand chips. $12 Salad with ahi - 1 dimensional salad with 3 pieces of ahi. Ahi was good wish there was more of it. Salad had no diversity anything interesting $23 Chicken kabobs - supposed to be with ginger terriyaki and sesame and garlic. Only thing I could taste was terriyaki, very heavy handed. Nothing we ordered was beyond marginal...",Uptown,Tavern,47.26,7.71,16.3,4,18-25,Male,Mixed
