review_number,guest_name,visit_date,satisfaction_score,feedback_comments,venue_location,restaurant_name,total_spent,tip_amount,tip_percentage,party_size,age_range,gender,ethnicity
s7X6kSDGGlowmEqCDEh2SQ,Guest_6579,2014-06-29,,"I am not nearly cool enough to go here. The waiter was not unfriendly, but he was much more friendly to some ladies who sat near me with full sleeves of tattoos. I ordered the black bean burger, it was so flavor less and thin it could have been omitted. The mayo on the sandwich and mixed greens on the side, along with the pickle, we're the best part of the meal. My beer was alright, but if I am going to spend $7 on a pint it should be delicous or high gravity, this was neither, and since no prices appeared next to the draft list, the price was a bit of a shock.",Eastside,The Bricks,,1.21,10.1,6,36-45,Prefer not to say,Caucasian
9g-mtjmWHY0miughafkXMQ,Guest_2261,2010-07-12,5.0,,Eastside,The Bricks,,1.87,7.6,2,56-65,Non-binary,Hispanic
nWXxee5pTo9vvnbB6ir-4g,Guest_3905,2016-06-24,3.0,,Eastside,The Bricks,18.05,3.85,21.3,3,26-35,Female,Native American
rPf97Sb-wcMOJ1XBO8M9EA,Guest_5146,27.06.2018,5.0,"Have come to The Bricks a few times as I wait for classes, there is wifi and it's a nice environment to sit, eat, grab a beer and do some homework.  If I'm in Ybor for an extended period of time and have to wait, I usually try to make it here as much as I can.",Eastside,The Bricks,15.5,2.69,17.3,1,18-25,,Mixed
zbaEspWboOPPonKjB4jbWA,Guest_9485,06/29/2012,4.0,"A couple of nights ago the Tampa Bay Lady Bloggers met at The Bricks for our monthly book club meeting. The staff was very welcoming and was happy to push together several tables for us. Our server was so nice and helpful and cheerfully took a group photo for us (annoying bloggers).

The ""hole in the wall"" atmosphere at The Bricks is fun and eclectic, with local art for sale lining the walls. I loved the laid-back, hip feeling of the place.

I had the ""brick,paper,scissors"" martini and it was so refreshing and delicious that I had to get a second with my entree. The table shared an order of the ""bricklayer"" nachos and they were okay, but the house-made salsa on the side was out of this world. For my entree I got the ""bird and pig"", based on so many great Yelp recommendations. It did not disappoint with thick, crispy bacon, sweet apples and agave nectar, tasty chicken and delicious pressed ""sweet"" bread. I almost caved in and got the Ahi tuna BLT because it looked so good on the menu...I'll definitely be back and try that next time to compare.

Thank you Bricks for hosting our meet-up. See you again soon I hope! My blog post about our meeting at The Bricks is here: http://carolinecalcote.com/2012/06/28/tampa-bay-lady-bloggers-book-club/",Eastside,The Bricks,22.16,3.99,18.0,8,56-65,Male,Mixed
F4_DYi_7czpyLMrErrKaQg,Guest_7114,2011-08-01,5.0,"We cam here for my wife's birthday this year that also just so happens to be Cinco De Mayo. We didn't want to go to a mexican joint so we chose the Bricks after reading some specials that they had going online. I have to say it was a good night and a lot of fun. Good drinks as well as food. Great ambiance, this is an older building in Ybor that they really did a great job of restoring. These guys are always having great food and happy hour specials. You won't be disappointed.",Eastside,The Bricks,17.92,2.25,12.6,4,56-65,Female,Caucasian
dYKjSQ9ITqPgzkyglOGrJQ,Guest_2681,04/05/2018,5.0,1st time we've tried The Bricks. So yummy!!! I had the Blackened Shrimp Salad and my husband had Sammy Tuna. We both loved every bite. Looking forward to eating there again.,Eastside,The Bricks,34.81,5.27,15.1,1,26-35,,Native American
9g-mtjmWHY0miughafkXMQ,Guest_7500,12.07.2010,5.0,"I'd been following the progress of The Bricks via their FB page for some time - I'm happy to report that the end product lives up to the expectations (exceeds them, even!). 

The first thing you notice is the atmosphere: laid-back & friendly, fostering a close-knit/ community feel that encourages you to slow down and linger for a bit longer, enjoying the company. 

When it comes to the menu, it's full of simple foods that have been completely mastered. I suggest the Peanut Butter Bar (choose your bread, peanut butter, and toppers). The Roasted Garlic Hummus is amazing, as is the Italian Brick sandwich. As far as coffee goes - they won't disappoint, I'm partial to the Brickaccino (frozen coffee). Another standout factor is their beer selection - which alone is worth strolling by for.

All in all, The Bricks as a 5-Star stop, you won't soon forget.",Eastside,The Bricks,31.53,12.61,40.0,2,,,Hispanic
8_4B-G7i1ETKqsNLEiaXfw,,2011-10-27,4.0,Loved the Mediterranean Grilled Cheese sandwich! Nice casual atmosphere. On the end of the strip so it is very convenient to get to during lunch hour. Looking forward to trying something else on the menu.,Eastside,The Bricks,5.77,0.74,12.8,2,36-45,Male,African American
ntNxLQQTBZhYVGZpvUQYzw,Guest_9529,2016-09-08,5.0,My favorite lunch spot in Ybor. Best greek salad of all time. Great service.,Eastside,The Bricks,,3.83,14.7,8,,,Native American
J6PwgKRAnTAfSCqKSBq-bg,Guest_5051,08/08/2015,4.0,,Eastside,The Bricks,13.94,3.19,22.9,2,46-55,Non-binary,Hispanic
miIwXNa5O-ILZaN_S3EH2g,Guest_4135,24.02.2014,,"I'm definitely a fan.  The food/drinks are always stellar and while the staff is super friendly, the only issue with The Bricks is the time it takes to order/be served.  

It isn't like the servers are slow either, they are clearly working their assess off running from table to table, so maybe it is that people have called in sick the couple of times I've been in recently and they had to work twice as hard but a Sunday lunch shouldn't take 3 hours.  

Now that my complaining is out of the way, the restaurant itself is super groovy.  The kitchen is on full display so no crazy stories of chefs putting anything crazy into your food here.  And they look like they are having a great time while they prepare meals (whether they are or not, I love to see people enjoy what they do).  I normally get draft beer but their cocktails look really interesting and innovative.  

At lunch, I normally get the ""Goodness"" which is a hummus wrap and it comes with a choice of a side ($8).  Don't bother being wishy-washy on the side, get the Asian slaw, it is delicious, and if available I would order as a meal.  The wrap was good but the star was the slaw.  Thai, pea-nutty, goodness:)

I've gotten the Elvis before ($8) and it was delicious but something I can make a home.  I ordered it without bacon.  

My husband ordered the burrito and loved it as well ($9).  Others at our table raved about the Chicken and the Pig, The BBQ pork, and The Cure sandwiches.  Everyone really liked their food.  

The Bricks really is a great spot on the 7th Avenue strip, perfect for late night people watching that make Ybor awesome and also out of the way enough to not feel like it's distinctly part of the Ybor scene.",Eastside,The Bricks,,2.59,16.2,3,65+,Male,Caucasian
GsLZMdhl4PB0hqtQY9nK0Q,Guest_4863,04/15/2015,5.0,"How can you not like this place? Fresh water upon arrival followed by healthy food with a twist. The srvice has always been exemplary so no complaints there. This is one of the few joints in Tampa that can appease an array of crowds - hipsters love the decor, drink selections, etc.; geriatrics enjoy the healthy food portions, friendliness, etc.; and out-of-towners relish the overall uniqueness of the place. This is beyond highly recommended.",Eastside,The Bricks,43.72,9.62,22.0,3,56-65,Non-binary,Caucasian
umKey8gxNoyUcwZY2azciw,,02.06.2011,3.0,"nice place for gatherings and hanging out. Friendly staff. Food was OK. Not bad, not good, it just sat somewhere in the middle.",Eastside,The Bricks,12.14,1.44,11.9,3,65+,Female,African American
ADodUkepU3OyY-G5zZk7yA,Guest_3603,15.10.2012,3.0,,Eastside,The Bricks,,1.67,14.9,2,46-55,Prefer not to say,Caucasian
dxp5wFqMeO2x3Rz-8km5Cw,Guest_9769,2017-05-27,5.0,"Where do I start:
Phenomenal food
Excellent Bartender - I didn't know what to drink and bartender created one to her liking
Great Atmosphere
Great music - DJ on Friday Night was awesome
Even the free water in the beginning tasted amazingly
Definitely would go again",Eastside,The Bricks,16.12,2.71,16.8,4,65+,Prefer not to say,Other
GsLZMdhl4PB0hqtQY9nK0Q,Guest_8975,15.04.2015,5.0,,Eastside,The Bricks,16.37,3.36,20.5,1,18-25,Male,
Cf3QB0VEbdWFq94tZcWgTQ,Guest_1586,2017-11-10,5.0,"They seem to have expanded their menu or, I'm just imaging that and actually gave them another chance. Good beer selection. Great ambiance. More hip than some of the other bars. Accommodated my large party.",Eastside,The Bricks,13.22,2.83,21.4,2,36-45,Male,Caucasian
IdUkBQcMt0460g5W1LCZmg,Guest_8568,20.01.2014,4.0,"The Bricks is a hipster haven, but don't let that deter you if you don't wear non-prescription glasses and flannel. I'm always the least cool person in here and no one seems to mind. (Although maybe I AM cool -- last time I was here the DJ was playing Hall & Oates most likely to be ironic, but I  genuinely enjoyed it.)

The menu is mostly sandwiches and some salads. It's all about the Bird & Pig sandwich. I have a hard time straying from this delicacy of chicken, bacon, brie, and apples on pressed sweet bread. Sweet, check. Salty, check. Crunchy, check. 

Nice selection of local and craft brews, too.",Eastside,The Bricks,26.89,5.6,20.8,2,26-35,Non-binary,Native American
77SVp08MVwzf7CP9vviZgw,Guest_4397,2012-07-22,3.0,,Eastside,The Bricks,13.02,2.09,16.1,1,46-55,Prefer not to say,Asian
BceKC7jAlfmF6C-z-OTflQ,Guest_4124,2017-08-19,4.0,"I went there for dinner while in the Tampa area and had a great meal.   They have multiple Vegan and Vegetarian options, while also having a full bar with Guinness.   Very unusual across the good ole USA.

The place is in an interesting area, which seems it could be a little rough in the dark, so if you go, I would recommend going during the light hours.

The bartenders are really nice, and helpful with picking a good dish.",Eastside,The Bricks,,17.42,40.0,4,26-35,Female,
8PtU0lutz85WqmKOhTY-3w,Guest_5492,03/16/2017,1.0,,Eastside,The Bricks,22.63,4.67,20.7,2,26-35,Non-binary,
dxp5wFqMeO2x3Rz-8km5Cw,Guest_4065,2017-05-27,5.0,Where do I start: Phenomenal food Excellent Bartender - I didn't know what to drink and bartender created one to her liking Great Atmosphere Great music - DJ on Friday Night was awesome Even the free water in the beginning tasted amazingly Definitely would go again,Eastside,The Bricks,11.69,1.87,16.0,8,65+,Female,Mixed
BCLvpd08Ci4Tcq-fIRhZdA,Guest_1054,2017-08-08,2.0,,Eastside,The Bricks,30.17,5.52,18.3,4,36-45,Male,Native American
uoiQHg2o0l9eNvOESYq1UA,Guest_7191,07.03.2016,1.0,"It sucks, don't go!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Cold food, stuck up waiters, expensive drinks",Eastside,The Bricks,10.82,1.31,12.1,8,65+,Prefer not to say,African American
BceKC7jAlfmF6C-z-OTflQ,Guest_2195,19.08.2017,4.0,,Eastside,The Bricks,,1.58,27.5,1,,Non-binary,Native American
vHLviczaBYS88UGWFWC8Qg,Guest_4095,03/03/2013,,"staff is awesome and food is damn good. drinks are a reasonable price and Andrew always has something awesome/weird playing on the TV. If the independent were cooler, it would be the Bricks. 

One of the gods invented the bird and pig. Definitely get that.The cure is pretty tasty too, I'd eat it again. 

The place has cool wall art, a comfortable back patio, and Paper Mario characters on the bathroom doors. Have to appreciate the subtle nerdiness.",Eastside,The Bricks,10.13,2.04,20.2,2,65+,Non-binary,Hispanic
EVklXIXTKM7MroTzc-EsPA,Guest_2630,2017-04-09,4.0,"I ordered the Kung fury bowl and it's pretty good, just not a huge fan of Asian slaw. The restaurant is pretty cool with the decoration and not at a super crowded location in ybor. The service was a bit slow, but the food came pretty quick.",Eastside,The Bricks,32.87,5.99,18.2,1,46-55,Prefer not to say,Native American
De-IwBjVk0Rkn1mGQ8GIbQ,,06.12.2011,5.0,"A must when you are in Ybor.  I ate and drank here multiple times a day for my 5 day trip to Tampa.  Every single meal was spectacular.  The Skinny bitch latte is perfect to start the day.  The proper grilled cheese is amazing, just wish they would have tomato soup to go along with it.  And you can't find better bartenders anywhere else in town.",Eastside,The Bricks,17.72,6.2,35.0,1,65+,Male,Native American
4ywDqRoYjy16Z_UFox0qTg,Guest_8976,22.07.2012,1.0,"Food is terrible. Nacho dip was covered in there advacado cream dressing which was bad. Very sloppy. The pesto grilled cheese, was covered in way too much pesto. Again very sloppy. Overall bad food, chef must be high or something. Oh and found a few ants crawling up my leg. Will never come back.",Eastside,The Bricks,10.98,2.22,20.2,2,,Prefer not to say,Caucasian
hBzLjPySOBHDz0NiGf6SfQ,Guest_3292,06/09/2018,4.0,"Friendly service & neat building. Depending on the atmosphere you are looking for, the music is a bit loud.",Eastside,The Bricks,15.93,2.99,18.8,2,46-55,Male,Asian
